"freq
References : ['dB(Gc)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(Gc)
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
2.858 GHz,-18.129
2.858 GHz,0.000
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,-6.021
2.858 GHz,-20.824
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,-18.129
2.858 GHz,-14.607
2.858 GHz,-15.111
2.858 GHz,-14.803
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,-18.062
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,6.021
2.858 GHz,<invalid>
2.858 GHz,-6.021
2.858 GHz,6.021
2.858 GHz,<invalid>
2.858 GHz,3.522
2.858 GHz,<invalid>
2.858 GHz,-12.613
2.858 GHz,-18.633
2.858 GHz,-14.607
2.858 GHz,-14.607
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,-6.021
2.858 GHz,-14.803
2.858 GHz,-18.062
2.858 GHz,-15.111
2.858 GHz,<invalid>
2.858 GHz,3.522
2.858 GHz,-6.021
2.858 GHz,<invalid>
2.858 GHz,-19.031
2.858 GHz,<invalid>
2.858 GHz,-18.129
2.858 GHz,<invalid>
2.858 GHz,-20.711
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,-14.607
2.858 GHz,-15.111
2.858 GHz,<invalid>
2.858 GHz,<invalid>
2.858 GHz,3.522
2.858 GHz,<invalid>
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,3.522
2.859 GHz,<invalid>
2.859 GHz,-18.129
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,-2.499
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,0.000
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,-12.041
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-15.111
2.859 GHz,-6.021
2.859 GHz,0.000
2.859 GHz,-14.803
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-24.346
2.859 GHz,-2.499
2.859 GHz,<invalid>
2.859 GHz,-6.021
2.859 GHz,-6.021
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-6.021
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-24.487
2.859 GHz,-6.021
2.859 GHz,-6.021
2.859 GHz,-6.021
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-6.021
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-18.129
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,-2.499
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,-6.021
2.859 GHz,3.522
2.859 GHz,-14.803
2.859 GHz,<invalid>
2.859 GHz,-12.109
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-18.325
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-18.633
2.859 GHz,-15.972
2.859 GHz,<invalid>
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,0.000
2.859 GHz,<invalid>
2.859 GHz,-6.021
2.859 GHz,-6.021
2.859 GHz,-6.021
2.859 GHz,-2.499
2.859 GHz,-19.031
2.859 GHz,-18.129
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-14.607
2.859 GHz,<invalid>
2.859 GHz,-18.129
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-6.021
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-14.803
2.859 GHz,<invalid>
2.859 GHz,-15.111
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.859 GHz,-14.607
2.859 GHz,<invalid>
2.859 GHz,-12.041
2.859 GHz,-15.509
2.859 GHz,<invalid>
2.859 GHz,-18.325
2.859 GHz,<invalid>
2.859 GHz,<invalid>
2.860 GHz,-3.522
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-18.466
2.860 GHz,<invalid>
2.860 GHz,0.000
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,0.000
2.860 GHz,-19.031
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-20.578
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,3.522
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-21.132
2.860 GHz,3.522
2.860 GHz,<invalid>
2.860 GHz,-24.487
2.860 GHz,0.000
2.860 GHz,0.000
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-14.803
2.860 GHz,-2.499
2.860 GHz,-18.129
2.860 GHz,-12.109
2.860 GHz,<invalid>
2.860 GHz,6.021
2.860 GHz,-18.633
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-20.578
2.860 GHz,-19.031
2.860 GHz,<invalid>
2.860 GHz,-2.499
2.860 GHz,<invalid>
2.860 GHz,-18.325
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-6.021
2.860 GHz,-24.232
2.860 GHz,-18.633
2.860 GHz,-3.522
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-6.021
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,0.000
2.860 GHz,<invalid>
2.860 GHz,-12.041
2.860 GHz,-6.021
2.860 GHz,<invalid>
2.860 GHz,-3.522
2.860 GHz,<invalid>
2.860 GHz,-24.150
2.860 GHz,0.000
2.860 GHz,-20.711
2.860 GHz,0.000
2.860 GHz,<invalid>
2.860 GHz,3.522
2.860 GHz,-24.346
2.860 GHz,-6.021
2.860 GHz,-14.803
2.860 GHz,0.000
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,0.000
2.860 GHz,<invalid>
2.860 GHz,-2.499
2.860 GHz,<invalid>
2.860 GHz,-18.129
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-6.021
2.860 GHz,<invalid>
2.860 GHz,-6.021
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-6.021
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-18.062
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,0.000
2.860 GHz,-18.062
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-2.499
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-18.325
2.860 GHz,-6.021
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,-15.111
2.860 GHz,0.000
2.860 GHz,-15.111
2.860 GHz,-15.111
2.860 GHz,<invalid>
2.860 GHz,-19.494
2.860 GHz,-2.499
2.860 GHz,<invalid>
2.860 GHz,<invalid>
2.860 GHz,3.522
2.860 GHz,<invalid>
2.860 GHz,-2.499
2.860 GHz,-15.509
2.860 GHz,0.000
2.860 GHz,3.522
2.860 GHz,<invalid>
2.860 GHz,0.000
2.860 GHz,0.000
2.861 GHz,-3.522
2.861 GHz,0.000
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-19.031
2.861 GHz,-18.062
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-6.021
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,0.000
2.861 GHz,-18.129
2.861 GHz,<invalid>
2.861 GHz,-19.031
2.861 GHz,0.000
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-18.129
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,6.021
2.861 GHz,<invalid>
2.861 GHz,-18.129
2.861 GHz,-18.129
2.861 GHz,<invalid>
2.861 GHz,-6.021
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-9.542
2.861 GHz,-6.021
2.861 GHz,-18.325
2.861 GHz,-2.499
2.861 GHz,-2.499
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-24.150
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-24.346
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-2.499
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-14.803
2.861 GHz,-18.325
2.861 GHz,0.000
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-15.111
2.861 GHz,0.000
2.861 GHz,<invalid>
2.861 GHz,-18.633
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,3.522
2.861 GHz,-15.111
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,0.000
2.861 GHz,-14.803
2.861 GHz,0.000
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,0.000
2.861 GHz,-18.062
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,3.522
2.861 GHz,-18.129
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,-18.325
2.861 GHz,-6.021
2.861 GHz,-24.150
2.861 GHz,0.000
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,0.000
2.861 GHz,-15.111
2.861 GHz,-3.522
2.861 GHz,0.000
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,3.522
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,<invalid>
2.861 GHz,0.000
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-6.021
2.862 GHz,0.000
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-18.633
2.862 GHz,6.021
2.862 GHz,<invalid>
2.862 GHz,-12.041
2.862 GHz,0.000
2.862 GHz,-2.499
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-20.824
2.862 GHz,-19.031
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,0.000
2.862 GHz,-6.021
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-18.129
2.862 GHz,<invalid>
2.862 GHz,-14.540
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-18.129
2.862 GHz,-6.021
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,0.000
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,0.000
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-18.633
2.862 GHz,<invalid>
2.862 GHz,-2.499
2.862 GHz,<invalid>
2.862 GHz,-6.021
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-2.499
2.862 GHz,<invalid>
2.862 GHz,-18.325
2.862 GHz,-9.542
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,3.522
2.862 GHz,-14.540
2.862 GHz,0.000
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,3.522
2.862 GHz,<invalid>
2.862 GHz,-24.346
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,0.000
2.862 GHz,0.000
2.862 GHz,-14.803
2.862 GHz,<invalid>
2.862 GHz,0.000
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,3.522
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-24.232
2.862 GHz,-2.499
2.862 GHz,<invalid>
2.862 GHz,-18.129
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-18.062
2.862 GHz,<invalid>
2.862 GHz,-15.111
2.862 GHz,-18.325
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,0.000
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-6.021
2.862 GHz,0.000
2.862 GHz,3.522
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,3.522
2.862 GHz,-6.021
2.862 GHz,<invalid>
2.862 GHz,-24.346
2.862 GHz,-14.607
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,-14.803
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.862 GHz,<invalid>
2.863 GHz,-2.499
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-3.522
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-18.129
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-18.325
2.863 GHz,<invalid>
2.863 GHz,-9.542
2.863 GHz,<invalid>
2.863 GHz,-6.021
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-9.542
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-6.021
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-2.499
2.863 GHz,<invalid>
2.863 GHz,-18.129
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-6.021
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,0.000
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-19.031
2.863 GHz,-24.099
2.863 GHz,-9.542
2.863 GHz,-12.041
2.863 GHz,-18.129
2.863 GHz,<invalid>
2.863 GHz,-15.111
2.863 GHz,-18.062
2.863 GHz,-6.021
2.863 GHz,-24.150
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-18.325
2.863 GHz,-12.613
2.863 GHz,<invalid>
2.863 GHz,-6.021
2.863 GHz,-18.129
2.863 GHz,<invalid>
2.863 GHz,-14.803
2.863 GHz,<invalid>
2.863 GHz,-6.021
2.863 GHz,<invalid>
2.863 GHz,-9.542
2.863 GHz,-2.499
2.863 GHz,-6.021
2.863 GHz,-18.129
2.863 GHz,0.000
2.863 GHz,<invalid>
2.863 GHz,-8.519
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-8.519
2.863 GHz,3.522
2.863 GHz,0.000
2.863 GHz,-24.654
2.863 GHz,<invalid>
2.863 GHz,-18.129
2.863 GHz,0.000
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-12.613
2.863 GHz,0.000
2.863 GHz,<invalid>
2.863 GHz,-18.129
2.863 GHz,<invalid>
2.863 GHz,-12.041
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-6.021
2.863 GHz,0.000
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,0.000
2.863 GHz,-24.346
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,0.000
2.863 GHz,<invalid>
2.863 GHz,-24.150
2.863 GHz,6.021
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-9.542
2.863 GHz,-3.522
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-18.325
2.863 GHz,<invalid>
2.863 GHz,-13.979
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,3.522
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,<invalid>
2.863 GHz,-15.111
2.864 GHz,-6.021
2.864 GHz,-18.129
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-19.031
2.864 GHz,-2.499
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-6.021
2.864 GHz,<invalid>
2.864 GHz,-9.542
2.864 GHz,-6.021
2.864 GHz,<invalid>
2.864 GHz,-9.542
2.864 GHz,<invalid>
2.864 GHz,3.522
2.864 GHz,<invalid>
2.864 GHz,-15.972
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-18.325
2.864 GHz,<invalid>
2.864 GHz,-6.021
2.864 GHz,-6.088
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,0.000
2.864 GHz,-19.031
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-2.499
2.864 GHz,-6.021
2.864 GHz,12.304
2.864 GHz,-14.803
2.864 GHz,<invalid>
2.864 GHz,-3.522
2.864 GHz,-15.111
2.864 GHz,-14.607
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-2.499
2.864 GHz,-6.088
2.864 GHz,<invalid>
2.864 GHz,-20.628
2.864 GHz,3.522
2.864 GHz,-2.499
2.864 GHz,-19.031
2.864 GHz,<invalid>
2.864 GHz,-19.031
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,0.000
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-6.021
2.864 GHz,<invalid>
2.864 GHz,-5.825
2.864 GHz,-6.088
2.864 GHz,-19.031
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-6.021
2.864 GHz,-14.803
2.864 GHz,-19.031
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-12.041
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-15.509
2.864 GHz,<invalid>
2.864 GHz,-18.633
2.864 GHz,<invalid>
2.864 GHz,-24.487
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-2.499
2.864 GHz,-5.825
2.864 GHz,-9.542
2.864 GHz,<invalid>
2.864 GHz,-6.021
2.864 GHz,<invalid>
2.864 GHz,2.762
2.864 GHz,-18.129
2.864 GHz,3.522
2.864 GHz,<invalid>
2.864 GHz,-18.062
2.864 GHz,<invalid>
2.864 GHz,-18.062
2.864 GHz,<invalid>
2.864 GHz,-14.607
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,-9.542
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,0.571
2.864 GHz,-9.542
2.864 GHz,<invalid>
2.864 GHz,-19.031
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.864 GHz,<invalid>
2.865 GHz,0.000
2.865 GHz,-18.062
2.865 GHz,-15.111
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-18.129
2.865 GHz,<invalid>
2.865 GHz,-14.803
2.865 GHz,<invalid>
2.865 GHz,-20.824
2.865 GHz,-6.592
2.865 GHz,<invalid>
2.865 GHz,12.613
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.088
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,2.762
2.865 GHz,<invalid>
2.865 GHz,-18.325
2.865 GHz,-18.325
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.021
2.865 GHz,-6.021
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,13.010
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-14.540
2.865 GHz,-18.129
2.865 GHz,<invalid>
2.865 GHz,-19.031
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-18.325
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-18.129
2.865 GHz,6.021
2.865 GHz,-14.803
2.865 GHz,-18.325
2.865 GHz,-6.021
2.865 GHz,0.000
2.865 GHz,0.000
2.865 GHz,0.000
2.865 GHz,-6.088
2.865 GHz,<invalid>
2.865 GHz,-18.062
2.865 GHz,-2.499
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-14.540
2.865 GHz,12.041
2.865 GHz,-6.021
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,0.000
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.088
2.865 GHz,-12.109
2.865 GHz,-5.757
2.865 GHz,-18.062
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.284
2.865 GHz,-5.757
2.865 GHz,3.522
2.865 GHz,-6.088
2.865 GHz,-18.062
2.865 GHz,-5.449
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.021
2.865 GHz,<invalid>
2.865 GHz,0.000
2.865 GHz,0.000
2.865 GHz,-5.517
2.865 GHz,-5.712
2.865 GHz,<invalid>
2.865 GHz,-9.542
2.865 GHz,-6.881
2.865 GHz,-14.607
2.865 GHz,-6.021
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.021
2.865 GHz,-2.499
2.865 GHz,-6.021
2.865 GHz,<invalid>
2.865 GHz,0.000
2.865 GHz,<invalid>
2.865 GHz,-6.021
2.865 GHz,-2.499
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.284
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.021
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-14.803
2.865 GHz,-6.284
2.865 GHz,<invalid>
2.865 GHz,6.284
2.865 GHz,-21.321
2.865 GHz,-18.325
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,<invalid>
2.865 GHz,-6.021
2.865 GHz,-19.031
2.866 GHz,-5.449
2.866 GHz,-18.129
2.866 GHz,-18.325
2.866 GHz,-3.522
2.866 GHz,<invalid>
2.866 GHz,-18.325
2.866 GHz,6.284
2.866 GHz,<invalid>
2.866 GHz,-6.021
2.866 GHz,0.000
2.866 GHz,0.000
2.866 GHz,-6.021
2.866 GHz,<invalid>
2.866 GHz,-9.542
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-15.509
2.866 GHz,-12.304
2.866 GHz,-6.021
2.866 GHz,-12.304
2.866 GHz,-9.542
2.866 GHz,0.000
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-9.542
2.866 GHz,3.522
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-6.329
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,0.000
2.866 GHz,<invalid>
2.866 GHz,-2.499
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-5.517
2.866 GHz,<invalid>
2.866 GHz,-2.499
2.866 GHz,<invalid>
2.866 GHz,-18.062
2.866 GHz,<invalid>
2.866 GHz,-6.021
2.866 GHz,<invalid>
2.866 GHz,-18.325
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,12.041
2.866 GHz,-12.058
2.866 GHz,-2.499
2.866 GHz,3.522
2.866 GHz,-15.509
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,0.000
2.866 GHz,-6.021
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-14.803
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-9.542
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-5.825
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,<invalid>
2.866 GHz,-6.284
2.866 GHz,-18.129
2.866 GHz,<invalid>
2.866 GHz,-2.499
2.866 GHz,3.522
2.866 GHz,-19.031
2.866 GHz,-12.304
